Sentence,Language
"No final do século XIX, parecia que as definições dos conceitos básicos da matemática não eram suficientemente precisas para evitar paradoxos (geometria não euclidiana e função de Weierstrass) e contradições (paradoxo de Russell), o que foi resolvido pela inclusão de axiomas nas regras de inferência apodítica das teorias matemáticas; a reintrodução do método axiomático iniciado pelos antigos gregos antigos.",pt
വളരെ പണ്ടുമുതൽ തന്നെ മനുഷ്യൻ പ്രകൃതിയുടെ രഹസ്യങ്ങൾ വെളിച്ചത്തുകൊണ്ടുവരാൻ ശ്രമിച്ചുകൊണ്ടിരുന്നു.,ml
وتصفها الميكانيكا الإحصائية على أنها قياس لحالة الفوضى للمكونات المجهرية للنظام من ذرات وجزيئات.,ar
"പതിനെട്ടാം നൂറ്റാണ്ടിൽ കലനശാസ്ത്രം(Calculus) എന്ന ശാഖയുടെ ആവിർഭവം ഗണിതശാസ്ത്രത്തിന്റെ നാഴികക്കല്ലാണ്.സർ ഐസക് ന്യൂട്ടണും ലെബ്നീസും ചേർന്ന് രൂപം നൽകിയ ഈ ശാഖയെ ബെർണൗലി വികസിപ്പിച്ചു.പത്തൊൻപതാം നൂറ്റാണ്ടിന്റെ മദ്ധ്യകാലഘട്ടത്തോടടുത്ത്  ആവിർഭവിച്ച പ്രധാനപ്പെട്ട ഒന്ന് ഗണിതാപഗ്രഥനം(Mathematical analysis) ആയിരുന്നു.യൂക്ലിഡേതര ക്ഷേത്രഗണിതം(Non-Eucledian geometry) ,ആധുനിക ബീജഗണിതം(Modern algebra) ഇവ രംഗപ്രവേശം ചെയ്തതും ഇക്കാലത്താണ്.",ml
Princípio da Sobreposição das Camadas,pt
"Geometrisk set er det derimod ikke nær så ligetil at gå videre, og betragte firedimensionelle legemer, mens dette uden videre lader sig gøre inden for algebra.",da
"Físico-química é o estudo das propriedades físicas e químicas da matéria, incluindo fenômenos macroscópicos, atômicos e subatômicos, sob a ótica das leis e conceitos da física.",pt
In metalen is er zelfs sprake van een zee van elektronen verdeeld over alle atomen.,nl
Kara bitkileri o kadar başarılı olmuştur ki Geç Devoniyen yok oluşu olayına katkıda bulundukları düşünülmektedir.,tr
كما تم تطوير نظام الأعداد، يتم التعرف على الأعداد الصحيحة كمجموعة فرعية من الأرقام المنطقية («الكسور»).,ar
"In the context of chemistry, energy is an attribute of a substance as a consequence of its atomic, molecular or aggregate structure.",en
"Ciddi evrimsel düşünce, tutarlı bir evrim teorisi sunan Jean-Baptiste Lamarck'ın çalışmalarıyla ortaya çıkmıştır.",tr
(9),ar
"കണികാ ഭൗതികം: ദ്രവ്യത്തെ നിർമ്മിച്ചിരിക്കുന്ന ആറ്റങ്ങളെയും, അടിസ്ഥാന കണികകളായ ഇലക്ട്രോൺ, പ്രോട്ടോൺ, ക്വാർക്കുകൾ തുടങ്ങിയവയെയും കുറിച്ചുള്ള പഠനം.",ml
"Max Planck, ao estudar a radiação de corpo negro, foi forçado a concluir que a energia está dividida em ""pacotes"", conhecidos como quanta.",pt
Es considerada una de las principales ramas de la geología.,es
സൂക്ഷ്മദർശിനിയുടെ മേഖലയിൽ ഉണ്ടായ പുരോഗതി ജീവശാസ്ത്രചിന്തയിൽ ആഴത്തിലുള്ള മാറ്റമാണുണ്ടാക്കിയത്.,ml
Ce nombre s'appelle le numéro atomique.,fr
Il DNA di solito è contenuto in cromosomi lineari negli eucarioti e in cromosomi circolari nei procarioti.,it
لاحظ فاينمان أن التجريبيين قد يبحثون عن مناطق لا يستكشفها النظريون جيدًا.,ar
தொடர்புடைய அவ்வேதிப்பொருள் ஒரு கலவையாகவோ அல்லது கரைசலாகவோ மற்றொரு வேதிப்பொருளுடன் நெருங்கிய தொடர்பு கொள்வது அல்லது ஏதாவது ஒரு சக்திக்கு ஆட்படுவது அல்லது இவ்விரண்டு செயல்களுக்கும் உட்படுவது என்பது  வேதிவினை என்ற இக்கோட்பாட்டின் அடிப்படையாகும்.,ta
"Ganske mange matematikere er ligeglade med, hvordan matematik skal defineres, eller mener at det er umuligt at gøre.",da
"Aujourd'hui, les produits de l'industrie agroalimentaire ont recours à une gamme plus variée de conservateurs, agents de conservation ou agents nutritifs, additifs alimentaires comme les colorants, les arômes artificiels et les édulcorants.",fr
"Γενικότερες ιδιότητες των αριθμών θα εξεταστούν αργότερα από τη θεωρία αριθμών, ενώ οι γραμμικές εξισώσεις θα μελετηθούν στα πλαίσια της γραμμικής άλγεβρας.",el
"Apesar da unidade subjacente, a vida exibe uma diversidade surpreendente em termos de morfologia, comportamento e ciclos de vida.",pt
"Geologi är vetenskapen om uppkomst, sammansättning och förändring av jordskorpans berg- och jordarter.",sv
Хи́мия (от араб.,ru
غالبًا ما يتم اختصارها إلى (maths) أو (math) في أمريكا الشمالية.,ar
"Contemporary research in physics can be broadly divided into nuclear and particle physics; condensed matter physics; atomic, molecular, and optical physics; astrophysics; and applied physics.",en
كما يلعب علم طبقات الأرض، ذا التخصصات الأكاديمية الواسعة دورًا كبيرًا في الهندسة الجيوتقنيّة.,ar
​,es
Till exempel kan kokpunkter hos flytande ämnen variera.,sv
Затем устанавливаются связи между явлениями природы и выражаются в форме физических законов.,ru
أعرب غودفري هارولد هاردي في مقالته دفاع رياضياتي عن اعتقاده بأن هذه الاعتبارات الجمالية كافية بحد ذاتها لتبرير دراسة الرياضيات البحتة.,ar
"Eksempler på metamorfe bjergarter uden foliation er marmor (dannet fra kalksten), fedtsten, serpentin, kvartsit (dannet fra sandsten) og hornfels.",da
"Το κύριο σύστημα ταξινόμησης ονομάζεται ταξινομία του Λινναίου, και περιλαμβάνει κατατάξεις και διώνυμη ονοματολογία.",el
Μέχρι τον 19ο αιώνα ήταν διαδεδομένη αντίληψη ότι μορφές ζωής μπορούσαν να εμφανιστούν ακαριαία υπό συγκεκριμένες συνθήκες.,el
"El trabajo de Rutherford en la estructura atómica fue mejorado por sus estudiantes, Niels Bohr y Henry Moseley.",es
"Hoewel de moderne geologie pas in de achttiende eeuw ontstond, werd de Aarde al bestudeerd door de Grieks-Romeinse natuurfilosofen.",nl
"skulle afhjælpe nogle logiske problemer i Euklids geometri, men senere viste Kurt Gödel i sin ufuldstændighedssætning, at dette ikke lader sig gøre.",da
"Na década de 1940 e no início da década de 1950, experimentos apontaram o DNA como o componente dos cromossomos que mantinham as unidades portadoras de características que se tornaram conhecidas como genes.",pt
Examples of polyatomic ions that do not split up during acid–base reactions are hydroxide (OH−) and phosphate (PO43−).,en
